,L104B5Inv,L104B5LCIS,L13B6DCIS,L13B9DCIS,L14B14,L14B5,L14B901DCIS,L14B901Inv,L15B13I1,L15B13I2,L16B6,L16B9,L17B11,L17B14,L17B8,L19B6,L19B7ERPRp,L19B7ERpPRn,L19B7ERPRmix,L20B10Inv1,L20B9,L33B14DCIS,L33B14Inv,L33B8,L38B11,L38B6,L38B7ER63pos,L38B7ER63weak,L41B12PR57neg,L41B12PR57pos,L41B13,L41B16,L41B9,L47B4,L47B7,L47B9,L49B10,L49B11,L49B8,L50B11I1,L50B11I2,L50B14I3,L51B22I3,L51B25D,L51B31I1,L51B31I2,L52B12D,L52B12I,L52B6D,L52B6I,L52B9D,L52B9I,L54B12D,L54B12I,L54B13I2,L54B13I3,L54B7D,L54B7I,L54B8I1,L55B10,L55B6,L55B9I2,L55B9I1,L56B7,L56B8,L56B9,L65B12,L65B13,L65B14,L67B5,L67B7I,L67B7P,L67B8Inv,L67B8pap,L69B10,L69B8,L70B11,L70B14,L70B17,L73B10Area1,L73B10Area2,L73B12I1,L73B12I2,L73B14Area1,L73B14Area2,L75B4,L75B6,L75B7,L76B5,L76B7,L76B9,L77B10,L77B7,L77B9,L78B12Inv1,L78B12Inv2,L78B9I1,L78B9I2,L79B7Inv1,L79B7Inv2,L8B6I2,L8B6I1,L8B7,L8B10,L8B13,L82B7,L82B8,L82B9,L91B11I2,L91B14I3,L91B9I1,L95B10,L95B12,L95B8,L96B11,L96B12
VIT,-5.089356223,-4.5530615,-6.68447064,-5.433199331,-6.76176156,,-5.64411711,-3.946381243,-6.083477676,-5.3294335,,-2.964150286,-7.940372714,-7.118197739,-6.639062345,,-4.703658629,,,-5.294641393,-6.675224106,-5.027080087,-7.0396661,-4.512092208,-5.162200455,-4.128768611,-5.340739544,-5.570961716,-3.620192574,-5.387459632,-5.627376375,-6.621614748,-5.491525788,-7.779159856,-6.225756121,-7.456435239,-6.714230113,-7.574720561,-6.007057743,-7.650131516,-6.780617023,-5.179848634,-5.242101817,-4.819526397,-4.314029705,-3.292971716,-4.620768743,-8.766046597,-3.766850392,-5.152147551,-5.84923629,-5.289032685,,-5.010088056,-6.844764582,-5.457606891,-3.500510222,-4.584383781,-5.449404528,-6.968346789,-4.786187341,-8.143486819,-6.137998488,-3.366247732,-4.32774077,-5.287017957,-4.95216165,-4.56178639,-5.660022264,-4.293572007,-6.3961774,-6.306662589,-6.714338544,-7.395472846,-6.247688092,-4.73256437,-5.977325214,-5.475683766,-5.325631812,-6.985722759,-6.696789878,-7.350468603,-7.065466333,-6.309064906,-6.719932934,-7.101947626,-6.782127005,-6.32158335,-4.646335596,-6.917429417,-6.937321623,-6.938346434,-6.630878753,-8.118802287,-5.454477219,-6.649011244,-6.350457156,-7.220246421,-8.421775021,-7.986546976,-5.082601038,-5.733152145,-6.207211404,,,,-6.413039793,-7.419522723,-6.306077046,-7.309547434,-6.710545543,-7.706733176,-7.350254506,-7.425944691,-5.49129706,-5.688499491
SHE,-2.01470699,-2.247783507,-3.197854933,-3.415531467,-3.958177691,,-3.042280526,-1.786522701,-3.500019621,-2.943914823,,-2.397605614,-4.734496005,-4.865945593,-4.756044008,,-3.903267655,,,-3.621292366,-4.607352821,-3.801827124,-4.005448962,-3.448896003,-3.606193362,-2.894323223,-3.830084362,-4.382234629,-1.769406125,-3.434793568,-3.165696665,-4.03668047,-2.731504803,-3.342902149,-3.860473132,-4.463121027,-2.154100747,-2.069811662,-2.54187481,-3.294705518,-3.251681685,-2.455883598,-2.171951875,-2.610915269,-4.734128973,-3.657860071,-3.306543406,-6.068492621,-3.312722537,-4.080527856,-4.161666402,-3.304597561,,-2.657182251,-3.685063054,-3.535848789,-1.331813644,-2.174487998,-2.667621045,-3.478716749,-2.099699972,-2.927847245,-2.974826334,-2.089693778,-2.881981413,-3.677099445,-3.048955068,-3.742210788,-3.352230547,-2.606270401,-3.209409514,-4.500716487,-3.987002276,-4.181183897,-3.234747194,-2.684689682,-3.086319375,-3.749737173,-3.296616151,-5.294186197,-4.729835185,-5.025141348,-5.096156063,-4.305584337,-4.621295132,-4.330466251,-3.888026343,-3.316451375,-2.780431826,-3.274867521,-3.780186555,-4.250143202,-3.505270209,-5.445705947,-2.77192055,-4.539344243,-3.481644035,-2.8848655,-4.808473996,-4.376521083,-3.349716248,-3.28626291,-3.752414985,,,,-3.783204453,-4.705748565,-3.753364326,-5.052984368,-3.432524048,-3.557523714,-3.091420552,-3.577130162,-3.076307695,-3.015712369
HEMK1,-1.586898775,-1.545624428,-1.790406298,-1.54520726,-1.220987835,,-1.387058044,-1.037460152,-0.846510028,-1.072374435,,-1.106401846,-2.631478159,-2.44994324,-2.201882511,,-0.300477488,,,-0.854475876,-1.014923165,-1.249303845,-1.040023296,-1.339539289,-1.247322638,-1.384844111,-1.454865615,-2.106551556,-1.844154728,-1.649285349,-1.551506682,-2.338278973,-2.153048459,-2.385884787,-2.376801568,-3.179619146,-2.337537927,-3.243337304,-2.692439617,-1.178212795,-1.510487801,-1.731465427,-1.881774786,-2.51608443,-1.963608417,-3.01451351,-0.608886843,-0.44013847,-1.165546343,-1.057803491,-1.262881211,-0.628163372,,-0.465711076,-1.421701796,-0.950809641,-1.290142365,-0.209931802,-0.928357187,-1.667640677,-1.465878444,-1.300894717,-1.354054489,-1.832491752,-1.522309085,-1.579122368,-1.847103104,-1.185856945,-1.495520536,-1.63356728,-0.912650841,-1.232233288,-1.265837922,-1.383964202,-0.876126832,-1.194952604,-1.173173099,-0.923403949,-1.18561241,-1.367339923,-0.946143092,-0.970507862,-1.638007104,-0.938747884,-0.942123343,-1.68146468,-1.384364136,-1.54408985,-1.595086461,-1.003614446,-1.43755904,-1.166202882,-1.829128739,-0.618347605,-1.624821207,-2.411442168,-2.738814428,-2.311719822,-1.151583995,-1.025575725,-0.242678253,-0.902151056,-1.029734203,,,,-1.541783971,-2.045470896,-1.497319854,-1.33540304,-1.230866205,-1.182525767,-1.186025578,-1.666800483,-1.944985323,-1.203963952
WDR77,-1.919708038,-1.792905536,-1.796022995,-1.434810132,-1.535608768,,-1.95741216,-1.608038305,-1.813603507,-2.082874498,,-2.234903818,-2.769660118,-2.648667501,-2.713418665,,-1.864939536,,,-1.627131339,-1.644973556,-2.045320867,-1.871068496,-2.021760825,-1.851412918,-2.026591432,-1.84730225,-1.949926641,-1.56655461,-1.995142209,-1.935498671,-1.599246935,-1.872615956,-1.801822261,-2.14106519,-1.54601478,-1.626505122,-1.441740381,-1.981160067,-1.693314645,-1.622108639,-1.578044491,-1.462854703,-0.721132591,-0.286215286,-0.201225265,-1.684555177,-1.739981621,-1.692064243,-1.833987743,-1.802458605,-1.606536635,,-1.844243242,-1.847960693,-2.193226151,-1.910246672,-1.902167296,-1.938690013,-1.657665806,-2.135901668,-1.934302267,-1.883083765,-2.194030438,-2.560053318,-2.223381477,-2.45848307,-2.738064897,-2.74883793,-2.141305078,-1.921558116,-2.030456864,-2.144047667,-2.09886091,-1.21606823,-1.494135982,-1.784763835,-2.030935363,-1.894558346,-1.423404759,-1.289963958,-1.198737485,-1.42040319,-1.75723928,-1.346192643,-1.056694646,-1.218680536,-1.346139836,-2.180676292,-2.315029314,-2.343817921,-2.485590772,-2.545494157,-2.527526761,-1.39456331,-1.481508027,-1.414925844,-1.463515049,-1.352020173,-1.378932103,-1.741492556,-1.077289601,-1.104450764,,,,-2.023789702,-1.785131637,-1.844039478,-1.820890449,-1.926308127,-1.885592938,-1.826475558,-1.864456493,-0.982233354,-1.554475217
DKK2,-2.956803884,-3.940734003,-6.338082185,-5.091674984,-4.574747162,,-4.154539942,-5.08129494,-4.048466372,-3.504989182,,-5.558495601,-5.722969002,-7.516145842,-6.452047947,,-5.170685618,,,-5.465127558,-5.820323,-3.969561338,-4.603635727,-5.108483313,-5.583846967,-5.489204844,-6.030240054,-5.954359098,-4.77811091,-4.179055753,-4.44134031,-4.847613694,-4.242479926,-4.84174932,-5.960770927,-6.12284623,-5.055678949,-5.195517661,-4.951769897,-4.729959832,-5.133038573,-4.595279982,-4.379784519,-3.902173395,-5.675095349,-5.162121031,-5.37084886,-6.815686996,-5.00997052,-5.873658515,-5.624407387,-4.83747894,,-5.36785075,-6.000983235,-4.68356044,-3.314155467,-3.864978615,-4.357404773,-4.367856804,-2.27073346,-3.830161228,-2.814619233,-4.825930485,-5.240316386,-6.148063273,-4.70418808,-4.793945348,-3.612073302,-4.691827593,-4.977139827,-6.563190066,-5.420313551,-5.669922231,-4.971840794,-4.299937448,-5.220263341,-6.081191972,-4.901993672,-5.99865528,-5.717335583,-6.167317813,-5.872047208,-6.177607517,-5.462944664,-6.187973934,-4.913957002,-4.685143633,-3.986118497,-3.32538382,-3.75656139,-4.837122954,-4.731289134,-6.634250167,-4.854447881,-6.234848452,-6.0526638,-5.227066575,-4.894031189,-4.81096344,-4.816988088,-4.833794322,-5.275860448,,,,-5.147394174,-5.05434143,-5.676420505,-6.094928392,-5.710939392,-5.347291266,-5.926682258,-4.907024567,-4.124856662,-3.078787942
CREBBP,0.660537429,0.236025374,0.165559505,0.365474472,0.993988301,,0.307779595,0.776636847,-0.344036582,-0.036007966,,0.310071038,-2.947638734,-2.998801605,-2.362124934,,0.437089001,,,0.063927417,-0.073965803,0.355778192,0.828194954,0.476185596,-0.095942037,0.007407889,0.295510559,-0.440503901,0.182923489,0.440836936,0.688995222,0.682977635,0.343904822,-0.08333192,-0.306403397,-0.460227773,-0.112621037,0.004167649,-0.010850277,-0.2352003,-0.491914485,-0.141019254,0.133377164,-0.52747545,-0.251138414,-0.020815753,0.248029578,0.186222128,0.341995298,0.643770888,0.067987425,0.245683341,,0.268898365,-0.343591988,0.40983653,0.355881349,0.500515588,0.239133102,0.820068111,0.875755665,0.516173765,0.70731397,0.343611479,0.357222473,0.293138658,0.12844238,0.182618776,-0.069162356,0.248116051,0.36155411,0.433227608,0.38091634,0.237297551,-0.027458764,0.411862133,0.070139559,0.369182456,0.336970101,0.353351175,0.772447229,0.446312636,0.1977546,0.379682114,0.841578897,-0.243583153,-0.221616491,-0.228198846,-0.083648326,0.658955176,-0.00777535,0.382859494,0.227026464,-0.15161342,-0.116644971,0.354495303,-0.307683,-0.203152558,-0.218699529,-0.071525665,0.22560735,-0.039126397,-0.066213588,,,,-0.059978142,-0.204349161,0.565347324,0.489639388,0.969063552,-0.40421671,-0.402127938,-0.236510927,0.010615341,0.541159974
MLH1,-1.839412467,-1.524573047,-1.977224875,-1.934137344,-1.422834071,,-1.837040785,-1.254782136,-1.183835233,-1.448936106,,-1.782091645,-1.620822901,-1.755423508,-1.772397224,,-1.04525475,,,-1.560206131,-1.318226443,-2.378057662,-2.233825662,-2.147057261,-1.877196394,-2.065089999,-2.122921407,-2.415103572,-1.609678094,-2.049110416,-1.260629165,-1.747771708,-1.544481223,-0.948608084,-0.769949142,-0.348922103,-1.899798006,-2.437099611,-1.974982742,-1.401965772,-1.596942162,-1.991836024,-1.870925182,-1.914013334,-2.441996202,-2.225344647,-1.096399338,-0.867842948,-1.401266153,-0.975285971,-2.027278171,-1.109991807,,-1.745186442,-1.488087517,-1.325368987,-1.783249482,-1.507273589,-1.619768114,-1.828377358,-1.785479863,-1.904068196,-1.604595369,-1.620118873,-1.464189049,-1.515659935,-1.44224261,-1.258318228,-1.328209475,-1.674717595,-1.302262021,-1.251896964,-1.354293952,-1.277772801,-1.426230214,-1.733568307,-1.715294745,-1.58656532,-1.648563843,-1.325450033,-1.5690605,-1.622184026,-1.60790877,-1.587602817,-1.536512299,-1.274613843,-1.575254404,-1.361611798,-1.800165172,-1.523055041,-1.735592325,-1.584609427,-1.891648523,-1.392063001,-1.740337969,-0.757493673,-1.827982116,-1.436924534,-1.424153302,-1.296353783,-1.337248718,-1.225176675,-1.155131277,,,,-1.84046537,-1.924540314,-1.471499891,-1.419520971,-1.67173875,-1.452751802,-1.433831878,-1.612332869,-2.268320353,-1.549587049
MED1,-0.474467594,-0.603083528,-0.703430544,-0.543451434,-0.950487721,,-1.289700946,-1.070012376,-0.630657808,-0.708843223,,-0.818758942,-0.427075073,-0.659225644,-0.763956894,,-0.361980542,,,-0.746929746,-0.649195051,-0.527588122,-0.243434372,-0.445004874,-1.130075716,-1.088708264,-1.247066548,-1.546943104,-0.703288288,-0.970481742,-0.874905664,-0.5740025,-0.75624012,0.219752975,0.711228961,1.550865378,-0.357334471,-0.148788033,-0.225095248,-1.195026881,-1.320008011,-0.751461337,-0.628062008,-0.95029736,0.035345238,0.361014706,-0.74327284,-0.292360938,0.061654086,0.14380819,1.895943099,-0.442524474,,-1.503235533,-1.319901029,-1.138265286,-0.851638693,-1.116387194,-1.062044499,-0.477037508,-0.485769683,-0.585885141,-0.653487657,-0.65494595,-0.680451873,-0.762259536,-1.142041608,-1.153639813,-0.964273231,-0.76983262,-1.018288879,-0.868653076,-0.72476165,-0.636189669,1.71582392,0.285926511,-0.588190953,-1.086549505,-0.766572549,-1.531297037,-1.45965871,-1.706155667,-1.49452398,-1.417430304,-1.314496861,-0.117760641,-0.55693192,-0.414358347,-0.774607006,-0.787247447,-0.488602148,-0.402343437,-0.357910162,-1.011308572,-0.445640556,-1.333573314,-1.473034393,-1.216087013,-1.244446413,-1.097158116,-0.39219833,-0.622350178,-0.495157564,,,,-0.551191771,-0.419869011,-0.705723294,-0.574935154,-0.57241412,-0.35906473,-0.457562304,-0.6912945,-0.460399093,-0.492542278
HNF1A,-5.787091492,-5.454330164,-7.803595634,-5.517740876,-7.300021072,,-5.959984201,-5.055797457,-6.551347861,-7.230263092,,-4.4175209,-7.552373448,-7.43406483,-7.954929436,,-4.127973942,,,-6.841006298,-6.947536326,-4.095882521,-6.14499441,-5.524311114,-6.485877271,-5.956562945,-5.70910226,-6.261252527,-6.287823791,-6.332624825,-6.366090691,-5.981817441,-7.922117809,-5.327895559,-6.446917165,-6.66052277,-5.432890816,-6.100480808,-7.533073369,-6.305827937,-7.266388442,-5.076553155,-5.675405817,-5.748241312,-6.338959935,-6.649107855,-4.538846413,-6.514199265,-5.762930574,-6.959193908,-6.285444951,-5.944075949,,-5.173278224,-6.085423504,-7.361230826,-6.106643885,-5.032976167,-5.69006345,-5.804705137,-6.155040771,-5.222506818,-5.676450106,-4.758150686,-5.654688283,-4.535962958,-6.266567295,-5.678252658,-6.081343113,-6.568537754,-6.008178134,-7.240591418,-6.785770897,-7.177398581,-6.074427713,-5.48130148,-5.463027918,-6.54634897,-5.559795748,-6.90438487,-6.182492581,-6.320804133,-6.187804956,-5.835409594,-5.928101662,-7.383490649,-6.156779433,-6.755129466,-6.29711243,-7.935938034,-8.633902146,-7.981608152,-6.937174877,-7.103170316,-6.175810841,-4.855771694,-6.398795197,-5.702480989,-6.770741349,-6.405902632,-4.970474407,-4.603952001,-5.271888615,,,,-4.751634788,-5.484552645,-6.421205086,-6.264804137,-6.744753587,-7.399713289,-7.458272117,-6.926279726,-6.604069829,-6.386234761
NEO1,-0.81205839,-0.657981221,-1.456660252,-1.056729603,-0.998954914,,-1.953538792,-1.448448003,-0.853740547,-0.901889588,,-0.960414082,-1.196915572,-1.641894515,-1.611605591,,-2.077788185,,,-0.964598115,-0.998497292,0.444843202,0.679691558,0.117568561,-1.577708972,-1.443157829,-1.247536075,-1.337059384,-2.151178309,-1.450296531,-1.715843874,-1.608279967,-1.659941444,-1.707981474,-2.487865695,-2.444150545,-1.955393776,-1.536640456,-2.164698051,-1.063451577,-1.458426751,-1.53045392,-1.299771212,-1.565251785,-1.125133004,-1.126488232,-1.279050064,-1.478266725,-1.560512115,-1.412299448,-2.212213869,-1.277538242,,-1.446449738,-1.57410811,-0.761952003,-1.060443009,-1.081932524,-1.130390232,-0.476829738,-0.406027673,-0.742003515,-0.897817281,-0.760487387,-0.787728675,-0.604152206,-0.646409263,-0.056431576,0.164789137,-1.755133787,-2.030143466,-1.745157533,-1.74545195,-1.534167353,-1.378836352,-1.167272913,-0.880094357,-0.825579045,-0.717494099,1.017584762,1.851191694,1.857996443,1.213880068,1.406905464,1.821090583,-3.676944657,-3.360263743,-2.324217916,-0.899809272,-0.68256467,-0.698035743,-0.996480305,-1.035793818,-1.10657833,-1.587970092,-0.136141072,0.244308025,-0.169584549,-1.057156187,-1.114451368,-0.95218426,-0.551492714,-0.495080692,,,,-2.382779958,-2.470623334,-1.068290558,-1.710593343,-1.000143743,-3.005146925,-3.174737067,-3.214372537,-1.462606563,-0.819007589
FGL2,-0.749838583,-1.165387822,-1.47596518,-1.684314843,-2.246917003,,-1.330091562,-0.997811166,-1.418954881,-1.129064734,,-1.614791665,-2.567826648,-1.75580917,-1.957919929,,-1.641015592,,,-0.65577845,-0.05411637,-0.680623378,-3.150917506,-1.042296164,-1.269699291,-1.349644509,-1.034755896,-1.9693758,0.21940297,-0.971248929,-1.182334189,-1.379171114,-0.597005457,-0.971092899,-2.76818641,-4.013204967,0.130362721,-0.446579425,-0.140308496,-0.934270367,-0.974920539,0.74186526,-0.091528906,-0.601944469,-4.420535443,-3.947175183,-1.617941722,-2.503657362,-1.022829348,-1.889063208,-0.356854067,-1.235770942,,-1.450312911,-2.664776942,-1.293725586,-0.171933394,-1.098265677,-1.255293069,-1.978719557,-0.489727878,-1.575732569,-0.663608333,-0.297035085,-1.539596452,-2.479764816,-1.543151448,-2.132374996,-1.412083036,-0.496064447,-0.982825118,-2.418597631,-1.715153147,-2.052126757,-0.07942216,-0.490162708,-0.502411091,-1.058872597,-0.360070354,-2.098938415,-2.527288762,-2.813752547,-2.484356158,-1.200454458,-1.80390136,-1.270758809,-1.107959356,-0.699622494,-0.555995808,-2.190937978,-2.509197663,-2.368812021,-0.272848446,-3.028877375,0.550443339,-2.27301439,-2.011820064,-1.43215555,-0.937759733,-0.425797175,-1.24964353,-0.693935749,-0.523068434,,,,-1.231482476,-1.308354734,-1.801431518,-1.545536854,-1.79532736,-1.231620829,-2.07937521,0.155611699,-0.45801953,-1.345219933
CDK1,-2.017763128,-0.999475333,-1.74744521,-1.046683864,-0.668561833,,-0.908718218,-1.775217686,-2.836365266,-3.252246091,,-3.346394495,-0.388472234,-0.110272993,-0.389447427,,0.836485293,,,-1.083219694,-0.846917067,-0.193968978,-0.046683654,-1.006286371,-0.306648098,-0.168517367,0.000166205,0.302947911,-1.482634745,-0.810507938,-0.5066586,-0.24743235,-1.084138828,-0.319898469,-0.649284784,0.221882858,0.646447247,1.328883927,0.800512214,-1.919837234,-2.454980084,-2.221862326,-1.162879023,-0.341009461,-0.442870351,0.879139397,-2.148021433,-2.040481277,-1.531886038,-1.442191822,0.733639363,-2.149895275,,-1.964060051,-1.960981353,-1.091051726,-1.837125202,-1.329560958,-1.964755829,-0.948477768,-0.698083584,-0.895767237,-2.133981834,-3.063679321,-1.912911203,-1.841491593,-2.458702947,-2.705329063,-2.323519447,-0.696025054,-1.30072468,-0.688788835,-0.437086723,-0.560870285,-1.040424864,-2.035596844,-0.271368905,-0.691253398,-1.026628272,0.231317737,-0.604074024,-0.151597001,0.105431256,-0.685307226,-0.408255564,-0.353638443,-0.969934457,-0.846065482,-0.089028658,-0.383808595,-0.084147513,0.059052249,-1.306498747,-0.474513354,-0.525096958,1.225319756,0.659929462,0.624208265,-2.281133527,-2.56542376,-1.440413668,-0.52572868,-0.170853942,,,,-0.016541244,0.182467226,-1.450815104,-0.260453723,-1.206590866,0.336929779,0.272838076,0.29233461,-3.922204307,-3.075012619
MYC,-0.583400757,-0.869173725,-0.230700439,-1.968446695,0.466124632,,-0.50203423,1.048068231,0.161656291,0.557445166,,1.025731131,0.866322059,0.910192104,0.540989173,,0.799290761,,,-1.411325975,-1.927357111,-0.108019256,-0.065281097,-0.261540434,-0.895195435,-1.107235266,-0.998225331,-1.060589027,0.779532008,-0.191329302,-0.215098709,0.251143313,0.298072049,-0.408611804,-2.686306521,-4.639635584,-0.227866317,-0.553166436,-0.263058644,-0.670160677,0.026192654,0.637319221,0.886627781,0.263804137,0.643991822,0.679744499,0.159583846,-0.589397546,-0.422421898,-0.718528102,-0.728045871,0.32561923,,-0.07365279,-0.665093721,0.263969131,1.026867365,-0.359007386,-0.302978009,-0.81428285,-0.02026376,-0.74577017,-1.042988673,1.280295282,0.34222013,-1.356132036,0.038042143,-0.647836035,-1.614575464,-0.327174699,-2.120412314,-3.693782554,-3.454229003,-3.388690304,-0.831308795,0.864269068,-0.436490276,-1.17878679,-0.519428845,-2.645927974,-2.158663712,-2.106015183,-2.740734114,-2.02812515,-1.875739686,-1.715956388,-1.680094336,-1.037154009,0.201549407,-0.316750475,-0.879353255,-0.806506879,-0.786941424,-1.138301472,-0.083154839,0.08605642,0.274333878,-0.277355966,-1.124966609,-1.224532093,-1.527956204,-2.922255295,-2.668640523,,,,-0.91961685,-0.714075226,-0.260717604,-1.557968874,-0.388653897,-0.018688556,-0.143533711,-0.543589058,0.856771505,-0.135814953
WNT5A,-2.121737395,-0.768847865,-0.857988838,-2.264969502,0.782104297,,0.396928755,-0.035519094,-0.393924363,-0.720761889,,-0.988129873,-2.691035004,-3.54686228,-3.636569721,,-0.073826713,,,-3.052668602,-4.043136216,-3.370458549,-4.571573531,-2.950890235,-0.034532508,-0.504307756,-1.057678869,-0.583494989,-1.245869965,-0.336474688,0.035759081,-0.22470239,-0.889209122,-1.766857647,-1.745701596,-3.147379549,-2.919747595,-3.612207805,-3.047586491,-0.06940415,0.115302763,-0.419661211,-1.722136008,-2.134006069,-0.914038678,-1.311982203,-0.463344302,0.235074613,-2.891442355,-2.910359747,-2.486783046,-1.376368478,,-1.061250237,-1.734783045,-1.248620767,-1.095992918,-0.72380171,-0.747378392,0.430362044,-0.184818152,0.186382906,0.522516549,-0.609721424,1.219865014,1.501866964,3.149687201,3.225955059,1.651294391,-1.492460461,-0.857333073,-0.747559423,-1.171525315,-1.881123081,-0.319295766,-1.039846317,-0.256789217,-0.266861287,-1.151923186,-1.206293073,-0.810788527,-1.123295945,-1.660629252,-0.243411186,-0.662969272,-1.286098559,-0.851848049,-1.979665471,-2.289566956,-3.349235682,-1.935306913,-0.585938972,-1.841550674,-1.45500509,-3.712454854,-2.082075586,-2.866016787,-2.223827792,-0.424824472,-0.362813751,-3.022658497,-2.073412063,-2.357230407,,,,-4.015115079,-4.139293052,0.28460676,-0.141933857,-1.254776447,-3.98916318,-4.545221669,-3.538449694,0.375321577,-0.631875658
CBLC,-3.162957549,-2.583649938,-1.448708315,-0.387651101,-1.751327184,,-2.095788487,-2.150959758,-1.970945112,-2.781104877,,-2.097645702,-3.690425629,-3.129296524,-3.11672893,,-2.479196344,,,-1.598290212,-2.093644297,-1.252773625,-0.505213674,-1.248493693,-1.280325091,-1.38055812,-1.371884294,-1.590610828,-4.393857762,-2.246013717,-2.340880128,-2.622187839,-2.343653605,-4.917504424,-6.229171109,-4.987097229,-6.174502775,-7.153912274,-5.80075414,-1.804781446,-1.824790416,-2.728064533,-3.411806093,-2.399752691,-3.072933474,-2.849957825,-1.084483239,-0.735443956,-0.866049164,-0.681708496,-2.297724311,-1.074675275,,-1.163015015,-1.277503263,-0.803288839,-2.615754835,-0.635196522,-0.805521928,-8.403606829,-6.584017461,-5.232541411,-5.516559698,-2.691369682,-2.435904185,-1.698000645,-2.422525491,-2.322958039,-2.885828938,-2.76799048,-2.28824932,-1.545753585,-2.078333027,-1.738021934,-2.921706475,-2.648040081,-4.107813816,-4.243602288,-4.748902163,-1.990203476,-1.579350966,-1.408856628,-1.453476845,-1.910029993,-1.566461291,-3.156652323,-2.988834795,-3.084684489,-1.637314696,-1.040072942,-1.048104993,-3.584260706,-4.276793025,-2.779823451,-3.10039149,-1.487570593,-1.641505938,-1.961738038,-1.732204798,-2.004796002,-1.716951565,-2.471659904,-2.485475673,,,,-1.144331812,-1.293167665,-1.789782501,-1.877987397,-1.613856401,-3.465601224,-3.768085636,-4.375496301,-2.21440114,-1.975504456
PALB2,-3.660207647,-4.362380108,-3.509056621,-3.651573273,-3.386412475,,-3.735446508,-3.308466084,-3.882626323,-3.666238933,,-3.374733644,-3.185394956,-3.493320103,-3.462458538,,-2.842876314,,,-3.653572647,-3.784429222,-3.363840277,-3.560509354,-3.719700244,-3.707997031,-3.662641814,-3.641456984,-3.71207434,-4.346444819,-3.391245853,-4.080063548,-3.029033705,-3.700630918,-3.746166895,-3.849591647,-3.420458419,-3.882871013,-3.754544632,-4.226979148,-3.96991754,-4.010016809,-4.035687558,-3.780829662,-4.095941003,-3.796537244,-3.968238394,-4.160849028,-3.680137113,-3.051949905,-2.866598741,-3.812028001,-3.874200859,,-3.910758056,-4.141519637,-3.848960969,-3.905524262,-3.548063578,-3.72742302,-3.875806497,-3.851397337,-3.741865494,-3.70104409,-3.904050967,-4.311550483,-4.496831345,-3.827994281,-3.988140877,-4.642770099,-3.931572095,-3.357406676,-3.696735164,-3.664369614,-3.713395635,-4.051296185,-3.586586225,-3.90329691,-3.90689077,-3.770197199,-3.826805557,-4.175302597,-4.231067155,-3.713208628,-4.313646436,-4.134315316,-3.798803841,-3.949977124,-4.202151517,-3.542500619,-3.534963178,-3.595497369,-3.519169424,-3.880728508,-3.922395812,-4.048975145,-3.233728149,-3.822319255,-3.505063249,-4.37478379,-4.026433196,-3.268467583,-3.568521444,-3.814699264,,,,-3.643631706,-3.766896869,-2.973969114,-2.900162021,-2.934116251,-3.790025332,-3.848584161,-3.918042393,-3.367561493,-3.140956215
